Time,Open,High,Low,Close,Vol,Percent,Id,Timestamp,Vol20,Vol21
1558883700,32305.50071,32553.49975,32305.50071,32305.82129,0.01797854,0.0,474,2019-05-26 15:15:00,0.01797854,0.3672081304999928
1558884000,32306.10168,32549.98,32306.10168,32548.57985,0.14294651,0.75,475,2019-05-26 15:20:00,0.14294651,0.3603749479999928
1558884300,32307.16371,32307.36391,32307.16371,32307.36391,0.0722494,-0.74,476,2019-05-26 15:25:00,0.0722494,0.36048366899999273
1558884600,32547.71868,32547.71868,32547.27777,32547.27777,0.00972868,0.74,477,2019-05-26 15:30:00,0.00972868,0.35417910799999275
1558884900,32311.00022,32539.98993,32300,32539.98993,0.51914703,-0.02,478,2019-05-26 15:35:00,0.51914703,0.3688361964999928
1558885200,32300.00003,32519.99947,32300,32517.99992,0.05943556,-0.07,479,2019-05-26 15:40:00,0.05943556,0.36954176949999273
1558885500,32300.12179,32509.99962,32300,32399,0.07842497000000001,-0.37,480,2019-05-26 15:45:00,0.07842497000000001,0.37050252949999274
1558885800,32399,32509.99652,32399,32509.99652,0.02179122,0.34,481,2019-05-26 15:50:00,0.02179122,0.3714406514999927
1558886100,32509.99652,32553.5,32399.00003,32399.0004,0.37420201,-0.34,482,2019-05-26 15:55:00,0.37420201,0.31414742949999275
1558886400,32399.00051,32553.49993,32399.00001,32553.49993,0.10735719999999999,0.48,483,2019-05-26 16:00:00,0.10735719999999999,0.3162145274999928
1558886700,32553.49993,32553.5,32399.01003,32553.5,0.06869659,0.0,484,2019-05-26 16:05:00,0.06869659,0.31829061149999277
1558887000,32503.5,32553.5,32399,32553.5,0.07916311,0.0,485,2019-05-26 16:10:00,0.07916311,0.31832266949999277
1558887300,32399.00003,32553.49993,32399,32553.49993,0.046140549999999995,-0.0,486,2019-05-26 16:15:00,0.046140549999999995,0.25379396299999274
1558887600,32399,32399,32399,32399,0.03616,-0.47,487,2019-05-26 16:20:00,0.03616,0.2538313194999927
1558887900,32399,32553.47993,32399,32399,0.08490934,0.0,488,2019-05-26 16:25:00,0.08490934,0.25069032149999276
1558888200,32553.47977,32553.47977,32399,32399,0.7920718600000001,0.0,489,2019-05-26 16:30:00,0.7920718600000001,0.17178865599999277
1558888500,32553.47977,32553.47977,32399,32399,0.058474040000000005,0.0,490,2019-05-26 16:35:00,0.058474040000000005,0.1630681779999928
1558888800,32399,32399,32399,32399,0.012740000000000001,0.0,491,2019-05-26 16:40:00,0.012740000000000001,0.1400314734999928
1558889100,32499.99993,32499.99993,32499.98993,32499.98993,0.01695414,0.31,492,2019-05-26 16:45:00,0.01695414,0.1363565719999928
1558889400,32399.00003,32499.98991,32245.11,32245.11,1.2864584500000005,-0.78,493,2019-05-26 16:50:00,1.2864584500000005,0.19425145999999283
1558889700,32499.82885,32499.99999,32499.82885,32499.99999,0.27744332,0.79,494,2019-05-26 16:55:00,0.27744332,0.20722469899999285
1558890000,32399.00001,32494.86992,32246.00167,32494.86992,0.027530000000000002,-0.02,495,2019-05-26 17:00:00,0.027530000000000002,0.20145387349999283
1558890300,32251.4755,32494.91999,32251.4755,32494.91999,0.050991959999999996,0.0,496,2019-05-26 17:05:00,0.050991959999999996,0.20039100149999287
1558890600,32494.91999,32499.90994,32300,32300,0.12287678999999999,-0.6,497,2019-05-26 17:10:00,0.12287678999999999,0.20604840699999288
1558890900,32499.89834,32499.99999,32300.00008,32498.96,0.09852981999999999,0.62,498,2019-05-26 17:15:00,0.09852981999999999,0.18501754649999289
1558891200,32498,32498,32350.00001,32350.00001,0.0037982099999999998,-0.46,499,2019-05-26 17:20:00,0.0037982099999999998,0.18223567899999288
1558891500,32498,32498,32497.99,32497.99,0.0267127,0.46,500,2019-05-26 17:25:00,0.0267127,0.1796500654999929
1558891800,32497.99,32497.99,32360.00003,32360.00003,0.04977711,-0.42,501,2019-05-26 17:30:00,0.04977711,0.1810493599999929
1558892100,32350.00003,32496.97993,32350.00003,32496.96992,0.03098655,0.42,502,2019-05-26 17:35:00,0.03098655,0.16388858699999292
1558892400,32350.00003,32495.99872,32300.00001,32495.99872,0.22108930000000004,-0.0,503,2019-05-26 17:40:00,0.22108930000000004,0.1695751919999929
1558892700,32495.99386,32495.99386,32300.40102,32300.40102,0.0112319,-0.6,504,2019-05-26 17:45:00,0.0112319,0.1667019574999929
1558893000,32495.98985,32495.98985,32301.00003,32301.00003,0.00376409,0.0,505,2019-05-26 17:50:00,0.00376409,0.1629320064999929
1558893300,32301.00004,32495.98802,32301,32492.99993,0.038002039999999994,0.59,506,2019-05-26 17:55:00,0.038002039999999994,0.1625250809999929
1558893600,32305.00003,32492.99993,32305,32492.99993,0.01155517,0.0,507,2019-05-26 18:00:00,0.01155517,0.16129483949999288
1558893900,32305.00003,32495.98658,32305,32305,0.07875807,-0.58,508,2019-05-26 18:05:00,0.07875807,0.1609872759999929
1558894200,32495,32495,32495,32495,0.02977929,0.59,509,2019-05-26 18:10:00,0.02977929,0.1228726474999929
1558894500,32490,32495,32301.00051,32301.00051,0.03277252,-0.6,510,2019-05-26 18:15:00,0.03277252,0.12158757149999289
1558894800,32305.00003,32494.99993,32305.00003,32494.99993,0.00580755,0.6,511,2019-05-26 18:20:00,0.00580755,0.1212409489999929
1558895100,32305.99,32489.99993,32300.4,32489.99993,0.10803229,-0.02,512,2019-05-26 18:25:00,0.10803229,0.1257948564999929
1558895400,32489.99993,32489.99993,32300.4,32300.4,0.0315627,-0.58,513,2019-05-26 18:30:00,0.0315627,0.06305006899999285
1558895700,32489.99993,32489.99993,32300.4,32300.4,0.00569624,0.0,514,2019-05-26 18:35:00,0.00569624,0.049462714999992864
1558896000,32489.99993,32494.98946,32489.99993,32494.9799,0.14057882,0.6,515,2019-05-26 18:40:00,0.14057882,0.05511515599999286
1558896300,32494.9799,32500,32305.0006,32305.0006,0.5432150599999999,-0.58,516,2019-05-26 18:45:00,0.5432150599999999,0.07972631099999286
1558896600,32305.00063,32499.98984,32305,32499.98469,0.06149341999999999,0.6,517,2019-05-26 18:50:00,0.06149341999999999,0.07665714249999285
1558896900,32499.98,32499.98144,32305,32499.98129,0.03265384,-0.0,518,2019-05-26 18:55:00,0.03265384,0.07336334349999285
1558897200,32305.01003,32500,32305.01,32500,0.11968076000000002,0.0,519,2019-05-26 19:00:00,0.11968076000000002,0.07915747099999285
1558897500,32500,32500,32306.01,32500,0.9070696599999999,0.0,520,2019-05-26 19:05:00,0.9070696599999999,0.12317531899999286
1558897800,32511.3,32553.5,32500,32516.6,0.25267414,0.05,521,2019-05-26 19:10:00,0.25267414,0.13332017049999284
1558898100,32516.6,32567.9,32515,32567.9,0.19205685000000003,0.16,522,2019-05-26 19:15:00,0.19205685000000003,0.14137368549999285
1558898400,32555,32579,32521.01,32579,0.7870538400000001,0.03,523,2019-05-26 19:20:00,0.7870538400000001,0.16967191249999286
1558898700,32521.022,32591,32521.022,32585.00001,4.243024569999998,0.02,524,2019-05-26 19:25:00,4.243024569999998,0.38126154599999273
1558899000,32591,32664,32585.1,32664,6.953133889999998,0.24,525,2019-05-26 19:30:00,6.953133889999998,0.7287300359999926
1558899300,32664,32870.00253,32664,32870,16.541731050000013,0.63,526,2019-05-26 19:35:00,16.541731050000013,1.5539164864999935
1558899600,32870.00253,32899,32800.50001,32899,8.39500032,0.09,527,2019-05-26 19:40:00,8.39500032,1.9730887439999933
1558899900,32898.99999,33000,32308.99,32600.00016,40.21117119000001,-0.91,528,2019-05-26 19:45:00,40.21117119000001,3.9797093999999937
1558900200,32899.99999,33022.01,32899.99998,33022.01,4.9401448299999995,1.29,529,2019-05-26 19:50:00,4.9401448299999995,4.225227676999994
1558900500,33025,33200,33010,33200,15.00256964,0.54,530,2019-05-26 19:55:00,15.00256964,4.973717532999994
1558900800,33200,33500,33155,33400,28.177428210000002,0.6,531,2019-05-26 20:00:00,28.177428210000002,6.382298565999994
1558901100,33400,34000,33399.00003,33850,37.205173600000016,1.35,532,2019-05-26 20:05:00,37.205173600000016,8.237155631499995
1558901400,33890,34000,33650,33690,6.192691440000003,-0.47,533,2019-05-26 20:10:00,6.192691440000003,8.545212068499996
1558901700,33660,33700,33660,33700,4.801439779999999,0.03,534,2019-05-26 20:15:00,4.801439779999999,8.784999245499996
1558902000,33700,33945,33691.14,33691.14141,3.1566131900000007,-0.03,535,2019-05-26 20:20:00,3.1566131900000007,8.935800963999997
1558902300,33691.14141,33700,33691.14,33699,3.683782789999999,0.02,536,2019-05-26 20:25:00,3.683782789999999,9.092829350499997
1558902600,33700,33800,33692,33700,2.8676087800000003,0.0,537,2019-05-26 20:30:00,2.8676087800000003,9.233135118499998
1558902900,33695,33700,33691.3,33692,5.478739929999998,-0.02,538,2019-05-26 20:35:00,5.478739929999998,9.505439422999997
1558903200,33692,33695,33681,33684.98,9.29307904,-0.02,539,2019-05-26 20:40:00,9.29307904,9.964109336999998
1558903500,33681,33693.99999,33500,33549,5.017396679999998,-0.4,540,2019-05-26 20:45:00,5.017396679999998,10.169625687999998
1558903800,33550,33550,33501,33501,3.13841225,-0.14,541,2019-05-26 20:50:00,3.13841225,10.313912593499996
1558904100,33501,33644.98,33500,33599.99993,2.8490181700000003,0.3,542,2019-05-26 20:55:00,2.8490181700000003,10.446760659499997
1558904400,33509,33509.1,33500,33500,1.7600150800000003,-0.3,543,2019-05-26 21:00:00,1.7600150800000003,10.495408721499995
1558904700,33500,33507.98,33202,33398,3.0686662399999998,-0.3,544,2019-05-26 21:05:00,3.0686662399999998,10.436690804999996
1558905000,33398,33507.98,33300.01,33300.1,2.2537047400000008,-0.29,545,2019-05-26 21:10:00,2.2537047400000008,10.201719347499996
1558905300,33310.01,33507.98,33310.01,33310.10004,4.9378079999999995,0.03,546,2019-05-26 21:15:00,4.9378079999999995,9.621523194999995
1558905600,33313,33499.98,33310.10004,33400,1.74779557,0.27,547,2019-05-26 21:20:00,1.74779557,9.289162957499993
1558905900,33399,33507.97999,33322.01,33322.01,2.7419607200000002,-0.23,548,2019-05-26 21:25:00,2.7419607200000002,7.415702433999994
1558906200,33499.97994,33550,33322.01,33330.00016,4.193555650000001,0.02,549,2019-05-26 21:30:00,4.193555650000001,7.378372974999993
1558906500,33498.98,33920,33350.00001,33900,6.799374009999998,1.71,550,2019-05-26 21:35:00,6.799374009999998,6.968213193499994
1558906800,33900,33950,33693,33693.00004,3.4253519799999976,-0.61,551,2019-05-26 21:40:00,3.4253519799999976,5.730609381999994
1558907100,33693.00004,33950,33693,33901,3.5953847400000005,0.62,552,2019-05-26 21:45:00,3.5953847400000005,4.050119938999993
1558907400,33901,33950,33700,33881.09999,1.24443583,-0.06,553,2019-05-26 21:50:00,1.24443583,3.8027071584999925
1558907700,33800.00001,33900,33700,33800,1.67393866,-0.24,554,2019-05-26 21:55:00,1.67393866,3.6463321024999926
1558908000,33800,33880,33700,33703,1.2700204,-0.29,555,2019-05-26 22:00:00,1.2700204,3.5520024629999924
1558908300,33703,33876,33702.03,33710.00532,1.5328323300000002,0.02,556,2019-05-26 22:05:00,1.5328323300000002,3.444454939999993
1558908600,33798.99,33876.01,33710.00532,33876.00994,3.06579146,0.49,557,2019-05-26 22:10:00,3.06579146,3.454364073999993
1558908900,33876.00994,33900,33710.00532,33900,3.2364060100000005,0.07,558,2019-05-26 22:15:00,3.2364060100000005,3.3422473779999926
1558909200,33891,33996.00003,33891,33950,4.932335099999999,0.15,559,2019-05-26 22:20:00,4.932335099999999,3.1242101809999925
1558909500,33950,33999,33950,33961,5.648053989999999,0.03,560,2019-05-26 22:25:00,5.648053989999999,3.155743046499993
1558909800,33971,33999,33961,33961,2.1915229500000004,0.0,561,2019-05-26 22:30:00,2.1915229500000004,3.108398581499993
1558910100,33999,33999,33961,33961,2.1024789400000006,0.0,562,2019-05-26 22:35:00,2.1024789400000006,3.0710716199999926
1558910400,33961,33998.97,33961,33996,2.2194152799999998,0.1,563,2019-05-26 22:40:00,2.2194152799999998,3.0940416299999924
1558910700,33961,33980.03,33740,33740.01,3.16568197,-0.75,564,2019-05-26 22:45:00,3.16568197,3.098892416499992
1558911000,33740.01,33949.98999,33740.01,33756.00003,1.5198817699999996,0.05,565,2019-05-26 22:50:00,1.5198817699999996,3.062201267999992
1558911300,33756,33899,33755,33755.00003,2.223873000000001,-0.0,566,2019-05-26 22:55:00,2.223873000000001,2.926504517999992
1558911600,33756.04528,33995,33700,33969.86983,4.649382609999996,0.64,567,2019-05-26 23:00:00,4.649382609999996,3.0715838699999916
1558911900,33800,33968.99959,33711,33967.74991,1.53622068,-0.01,568,2019-05-26 23:05:00,1.53622068,3.0112968679999916
1558912200,33967.69992,33995,33700,33900,3.160939690000001,-0.2,569,2019-05-26 23:10:00,3.160939690000001,2.9596660699999915
1558912500,33934.31,33998.97,33800,33800.00003,3.5331523,-0.29,570,2019-05-26 23:15:00,3.5331523,2.7963549844999913
1558912800,33800.00004,33998.98,33800,33800.00003,2.077219629999999,0.0,571,2019-05-26 23:20:00,2.077219629999999,2.7289483669999917
1558913100,33800.00003,33997,33800,33996,1.30017752,0.58,572,2019-05-26 23:25:00,1.30017752,2.6141880059999916
1558913400,33800.00006,33996,33724.10001,33985.49983,1.45107727,-0.03,573,2019-05-26 23:30:00,1.45107727,2.6245200779999918
1558913700,33725.10003,34000,33725.1,33944,5.7169278299999995,-0.12,574,2019-05-26 23:35:00,5.7169278299999995,2.8266695364999914
1558914000,33943.99992,33944,33750.01,33943.98,1.0399466199999996,-0.0,575,2019-05-26 23:40:00,1.0399466199999996,2.8151658474999914
1558914300,33755.00003,34000,33750.01,33750.0101,2.238519170000001,-0.57,576,2019-05-26 23:45:00,2.238519170000001,2.850450189499992
1558914600,33940,33989.97999,33756.00017,33756.00045,0.61402278,0.02,577,2019-05-26 23:50:00,0.61402278,2.7278617554999918
1558914900,33939.99,33949,33755,33755,1.1603469599999998,-0.0,578,2019-05-26 23:55:00,1.1603469599999998,2.6240588029999916
1558915200,33756,34000,33756,33999.98984,3.151376,0.73,579,2019-05-27 00:00:00,3.151376,2.5350108479999918
1558915500,33999.98,33999.98,33771.00001,33899.99,1.0948649600000002,-0.29,580,2019-05-27 00:05:00,1.0948649600000002,2.3073513964999917
1558915800,33899.99,33899.99,33850,33885,0.5485874899999998,-0.04,581,2019-05-27 00:10:00,0.5485874899999998,2.225204623499992
1558916100,33885,34000,33885,33902,6.064843830000003,0.05,582,2019-05-27 00:15:00,6.064843830000003,2.423322867999992
1558916400,34000,34200,33906,34147,10.450512510000005,0.72,583,2019-05-27 00:20:00,10.450512510000005,2.8348777294999925
1558916700,34200,34450,34199.99999,34450,8.186988039999997,0.89,584,2019-05-27 00:25:00,8.186988039999997,3.085943032999992
1558917000,34371,34500,34371,34499.99,8.751397110000003,0.15,585,2019-05-27 00:30:00,8.751397110000003,3.4475187999999926
1558917300,34499.99,34510,34499.99,34500,7.674716289999998,0.0,586,2019-05-27 00:35:00,7.674716289999998,3.720060964499992
1558917600,34546.97,34830,34501,34760,4.599667310000001,0.75,587,2019-05-27 00:40:00,4.599667310000001,3.7175751994999926
1558917900,34830,34830,34756,34800,1.8867545400000005,0.12,588,2019-05-27 00:45:00,1.8867545400000005,3.735101892499993
1558918200,34773,34800,34773,34779.99999,3.6342127300000002,-0.06,589,2019-05-27 00:50:00,3.6342127300000002,3.7587655444999926
1558918500,34773,34780,34600,34600,3.1387106799999986,-0.52,590,2019-05-27 00:55:00,3.1387106799999986,3.7390434634999927
1558918800,34769.88,34799.99,34600,34799.99,5.972761870000001,0.58,591,2019-05-27 01:00:00,5.972761870000001,3.9338205754999924
1558919100,34749.99993,34897,34620.08,34892.99993,2.3214951399999983,0.27,592,2019-05-27 01:05:00,2.3214951399999983,3.984886456499992
1558919400,34755.0001,34893,34755,34775,1.4425368099999998,-0.34,593,2019-05-27 01:10:00,1.4425368099999998,3.9844594334999917
1558919700,34775,34799.99992,34770,34774.98998,0.9595166699999998,-0.0,594,2019-05-27 01:15:00,0.9595166699999998,3.7465888754999916
1558920000,34774.98999,34800,34774.98998,34800,2.4462849400000004,0.07,595,2019-05-27 01:20:00,2.4462849400000004,3.816905791499992
1558920300,34800,34850,34774.98998,34777,1.8540565600000003,-0.07,596,2019-05-27 01:25:00,1.8540565600000003,3.7976826609999916
1558920600,34796,34796,34770,34770,6.092393210000002,-0.02,597,2019-05-27 01:30:00,6.092393210000002,4.071601182499991
1558920900,34773.98999,34773.98999,34551,34680,4.120605359999999,-0.26,598,2019-05-27 01:35:00,4.120605359999999,4.219614102499992
1558921200,34679.99993,34800,34551,34551,2.65966431,-0.37,599,2019-05-27 01:40:00,2.65966431,4.195028517999992
1558921500,34551,34784.98967,34502,34551,3.6067553200000013,0.0,600,2019-05-27 01:45:00,3.6067553200000013,4.320623035999992
1558921800,34551.00001,34749.39993,34502,34728,1.3827379299999998,0.51,601,2019-05-27 01:50:00,1.3827379299999998,4.362330557999992
1558922100,34502.00206,34739.97,34502,34504,5.533688310000002,-0.65,602,2019-05-27 01:55:00,5.533688310000002,4.335772781999992
1558922400,34504,34600,34504,34506.02,1.2442815399999998,0.01,603,2019-05-27 02:00:00,1.2442815399999998,3.875461233499992
1558922700,34506.02,34590,34502.01,34525,2.53381661,0.06,604,2019-05-27 02:05:00,2.53381661,3.592802661999992
1558923000,34504.05,34738,34500.89,34501.01,5.187401509999997,-0.07,605,2019-05-27 02:10:00,5.187401509999997,3.414602881999992
1558923300,34501.01,34699,34500.89,34696.99993,1.00639254,0.57,606,2019-05-27 02:15:00,1.00639254,3.0811866944999915
1558923600,34600,34699.979,34290,34669.88962,3.784571259999998,-0.08,607,2019-05-27 02:20:00,3.784571259999998,3.0404318919999915
1558923900,34460,34669.7994,34300,34300,0.8004826700000001,-1.07,608,2019-05-27 02:25:00,0.8004826700000001,2.9861182984999917
1558924200,34499.98,34499.99,34121,34121,3.8365093699999995,-0.52,609,2019-05-27 02:30:00,3.8365093699999995,2.996233130499992
1558924500,34397.95983,34397.95983,34100,34100,0.7499499000000001,-0.06,610,2019-05-27 02:35:00,0.7499499000000001,2.876795091499992
1558924800,34080,34197.98993,34000,34098.98,1.6999433199999998,-0.0,611,2019-05-27 02:40:00,1.6999433199999998,2.663154163999992
1558925100,34000,34070,33902,34070,3.5038214599999997,-0.08,612,2019-05-27 02:45:00,3.5038214599999997,2.722270479999992
1558925400,33981,34098.98,33905.00001,34098.98,1.06771377,0.09,613,2019-05-27 02:50:00,1.06771377,2.703529327999992
1558925700,34098.98,34190,34000,34015.00004,0.61807556,-0.25,614,2019-05-27 02:55:00,0.61807556,2.686457272499992
1558926000,34189.99993,34378.98,34015.04006,34094.00001,0.9783798599999999,0.23,615,2019-05-27 03:00:00,0.9783798599999999,2.613062018499992
1558926300,34094.04008,34397.99992,34094.04007,34101,0.36191554,0.02,616,2019-05-27 03:05:00,0.36191554,2.538454967499992
1558926600,34101.97991,34387.96,34101.97991,34340,0.81628291,0.7,617,2019-05-27 03:10:00,0.81628291,2.2746494524999914
1558926900,34340,34386.97999,34112.01006,34120.00005,1.20616152,-0.64,618,2019-05-27 03:15:00,1.20616152,2.1289272604999914
1558927200,34120.50001,34386.59985,34120,34122.19,0.32792114999999994,0.01,619,2019-05-27 03:20:00,0.32792114999999994,2.0123401024999916
1558927500,34122,34344.99993,34122,34150,0.09501483000000001,0.08,620,2019-05-27 03:25:00,0.09501483000000001,1.836753077999991
1558927800,34150,34342.98984,34000,34090.99975,1.4236711199999996,-0.17,621,2019-05-27 03:30:00,1.4236711199999996,1.8387997374999911
1558928100,34090.99975,34299.99992,34000.02001,34000.10011,0.8364254799999998,-0.27,622,2019-05-27 03:35:00,0.8364254799999998,1.6039365959999912
1558928400,34000.20005,34299.99,33991.11,34108.99993,1.92953043,0.32,623,2019-05-27 03:40:00,1.92953043,1.638199040499991
1558928700,33992.00004,34109,33991.11,33991.11,0.21466929,-0.35,624,2019-05-27 03:45:00,0.21466929,1.5222416744999914
1558929000,34108.99993,34108.99993,33991.11,34000,0.06304417000000001,0.03,625,2019-05-27 03:50:00,0.06304417000000001,1.2660238074999914
1558929300,34000,34000,33992,33992,0.05128822,-0.02,626,2019-05-27 03:55:00,0.05128822,1.2182685914999916
1558929600,33992,34000,33991.11,33991.11,0.12570531,-0.0,627,2019-05-27 04:00:00,0.12570531,1.0353252939999915
1558929900,33991.11,34000,33991.11,34000,0.57898409,0.03,628,2019-05-27 04:05:00,0.57898409,1.0242503649999914
1558930200,33991.11,33999.99998,33991.11,33991.11,0.6127532399999999,-0.03,629,2019-05-27 04:10:00,0.6127532399999999,0.8630625584999916
1558930500,33991.11,33999.99,33991.11,33999.98999,0.29829127,0.03,630,2019-05-27 04:15:00,0.29829127,0.8404796269999915
1558930800,33999.99,34099.99993,33999.98999,34000,0.28014250999999996,0.0,631,2019-05-27 04:20:00,0.28014250999999996,0.7694895864999916
1558931100,34000,34000,33999.98999,33999.98999,0.10526043,-0.0,632,2019-05-27 04:25:00,0.10526043,0.5995615349999917
1558931400,33999.98999,33999.99999,33999.98999,33999.99,0.15103472,0.0,633,2019-05-27 04:30:00,0.15103472,0.5537275824999917
1558931700,33999.99999,33999.99999,33999.99999,33999.99999,0.03751408,0.0,634,2019-05-27 04:35:00,0.03751408,0.5246995084999917
1558932000,33999.99999,34000,33999.99999,33999.99999,0.01282085,0.0,635,2019-05-27 04:40:00,0.01282085,0.47642155799999164
1558932300,33999.99999,34000,33999.99,34000,0.3318004,0.0,636,2019-05-27 04:45:00,0.3318004,0.4749158009999917
1558932600,34040,34100,34000,34100,0.20210162,0.29,637,2019-05-27 04:50:00,0.20210162,0.4442067364999917
1558932900,34108.99,34109,34100.00003,34100.00003,0.03289565999999999,0.0,638,2019-05-27 04:55:00,0.03289565999999999,0.3855434434999917
1558933200,34100.00003,34100.00003,34000,34000,0.83821841,-0.29,639,2019-05-27 05:00:00,0.83821841,0.41105830649999164
1558933500,33999.99,34108.98993,33999.98999,34108.98993,0.37763466000000007,0.32,640,2019-05-27 05:05:00,0.37763466000000007,0.42518929799999167
1558933800,34109,34289.99975,34000.00017,34289.99975,0.04107739,0.53,641,2019-05-27 05:10:00,0.04107739,0.35605961149999166
1558934100,34289.98984,34289.98984,34010.00017,34010.00017,0.01005115,-0.82,642,2019-05-27 05:15:00,0.01005115,0.31474089499999164
1558934400,34011.00017,34289.98959,34000,34000.00001,0.17523135,-0.03,643,2019-05-27 05:20:00,0.17523135,0.22702594099999165
1558934700,34000.00001,34000.00001,33999.98999,33999.98999,0.18270086,-0.0,644,2019-05-27 05:25:00,0.18270086,0.22542751949999165
1558935000,34000,34000,34000,34000,0.03720877,0.0,645,2019-05-27 05:30:00,0.03720877,0.22413574949999165
1558935300,34000.00001,34289.94991,34000.00001,34289.94991,0.03603967,0.85,646,2019-05-27 05:35:00,0.03603967,0.22337332199999166
1558935600,34000.1818,34000.1818,34000.1818,34000.1818,0.034,-0.85,647,2019-05-27 05:40:00,0.034,0.21878805649999164
1558935900,34000.18179,34000.18179,34000.00001,34000.00001,0.00875108,-0.0,648,2019-05-27 05:45:00,0.00875108,0.19027640599999163
1558936500,34000.00001,34000.00001,34000.00001,34000.00001,0.00920555,0.0,649,2019-05-27 05:55:00,0.00920555,0.1600990214999916
1558936800,34000.00001,34000.00001,34000.00001,34000.00001,0.02028312,0.0,650,2019-05-27 06:00:00,0.02028312,0.14619861399999162
1558937100,34286.79983,34286.79983,34286.79983,34286.79983,0.00148161,0.84,651,2019-05-27 06:05:00,0.00148161,0.13226556899999162
1558937400,34001.00001,34285.9895,34001.00001,34285.98822,0.03611938,-0.0,652,2019-05-27 06:10:00,0.03611938,0.12880851649999164
1558937700,34040,34040,34040,34040,0.01760148,-0.72,653,2019-05-27 06:15:00,0.01760148,0.12213685449999163
1558938000,34040,34040,34000,34040,0.12077924999999999,0.0,654,2019-05-27 06:20:00,0.12077924999999999,0.12630011299999164
1558938300,34040,34279.98776,34040,34040,0.03804019,0.0,655,2019-05-27 06:25:00,0.03804019,0.1275610799999916
1558938600,34040,34040,34040,34040,0.03553604,0.0,656,2019-05-27 06:30:00,0.03553604,0.11274786199999162
1558938900,34040,34279.98776,34040,34279.98776,0.00946336,0.71,657,2019-05-27 06:35:00,0.00946336,0.10311594899999162
1558939200,34050.00001,34050.00001,34042.99,34042.99,0.060790000000000004,-0.69,658,2019-05-27 06:40:00,0.060790000000000004,0.10451066599999162
1558939500,34279.97802,34279.97802,34279.97802,34279.97802,0.00114935,0.7,659,2019-05-27 06:45:00,0.00114935,0.06265721299999161
1558939800,34042.99001,34279.96983,34042.99,34042.99,0.08601501,-0.69,660,2019-05-27 06:50:00,0.08601501,0.048076230499991615
1558940100,34279.96983,34279.96983,34279.96983,34279.96983,0.00670945,0.7,661,2019-05-27 06:55:00,0.00670945,0.04635783349999161
1558940400,34279.96983,34279.96983,34000.00001,34000.00001,0.032432169999999996,-0.82,662,2019-05-27 07:00:00,0.032432169999999996,0.047476884499991615
1558940700,34000.00001,34000.00001,34000,34000,0.04557,-0.0,663,2019-05-27 07:05:00,0.04557,0.04099381699999161
1558941000,34279.96983,34279.96983,34000,34000,0.1078403,0.0,664,2019-05-27 07:10:00,0.1078403,0.03725078899999161
1558941300,34000,34000.01,34000,34000.01,0.08323473,0.0,665,2019-05-27 07:15:00,0.08323473,0.03955208699999162
1558941600,34000.01,34268.99975,34000,34000,0.29631082999999997,-0.0,666,2019-05-27 07:20:00,0.29631082999999997,0.05256564499999161
1558941900,34268.98984,34268.98984,34000,34000,0.00452577,0.0,667,2019-05-27 07:25:00,0.00452577,0.05109193349999162
1558942200,34000,34000,34000,34000,0.00570629,0.0,668,2019-05-27 07:30:00,0.00570629,0.05093969399999162
1558942500,34000,34000,34000,34000,0.00762,0.0,669,2019-05-27 07:35:00,0.00762,0.05086041649999162
1558942800,34000,34202.96997,34000,34202.96997,0.02070378,0.6,670,2019-05-27 07:40:00,0.02070378,0.05088144949999163
1558943100,34202.96997,34202.96997,34202.96,34202.96,0.012879999999999999,-0.0,671,2019-05-27 07:45:00,0.012879999999999999,0.05145136899999163
1558943400,34268.95968,34285.99,34202.95,34202.95,0.33306139000000007,-0.0,672,2019-05-27 07:50:00,0.33306139000000007,0.06629846949999164
1558943700,34200,34200,34010,34010,0.38075000000000003,-0.56,673,2019-05-27 07:55:00,0.38075000000000003,0.08445589549999165
1558944000,34010.5,34201.99,34010,34010,0.0661755,0.0,674,2019-05-27 08:00:00,0.0661755,0.08172570799999165
1558944300,34010,34010,34010,34010,0.07320786,0.0,675,2019-05-27 08:05:00,0.07320786,0.08348409149999164
1558944600,34010,34010,34010,34010,0.11800000000000001,0.0,676,2019-05-27 08:10:00,0.11800000000000001,0.08760728949999165
1558944900,34199.99993,34285.98999,34100,34100,0.28121844999999995,0.26,677,2019-05-27 08:15:00,0.28121844999999995,0.10119504399999166
1558945200,34100,34285.95713,34010,34010,0.28207872000000006,-0.26,678,2019-05-27 08:20:00,0.28207872000000006,0.11225947999999167
1558945500,34010,34010,34010,34010,0.50632852,0.0,679,2019-05-27 08:25:00,0.50632852,0.13751843849999165
1558945800,34010,34010.0001,34010,34010,0.33584,0.0,680,2019-05-27 08:30:00,0.33584,0.15000968799999165
1558946100,34010,34010,34010,34010,0.01155,0.0,681,2019-05-27 08:35:00,0.01155,0.15025171549999167
1558946400,34285.92975,34285.92975,34010.0002,34010.00021,0.26307939999999996,0.0,682,2019-05-27 08:40:00,0.26307939999999996,0.1617840769999917
1558946700,34010.00021,34285.91972,34010.00021,34285.91,0.029225590000000003,0.81,683,2019-05-27 08:45:00,0.029225590000000003,0.16096685649999168
1558947000,34285.91,34285.91972,34285.91,34285.91,0.2127244,0.0,684,2019-05-27 08:50:00,0.2127244,0.16621106149999168
